year,permit_type,occupation_field,occupation_category,occupation_group,number_granted_applications
2023,first-time,Plant/machine operators and transport,Total,Total,641
2023,first-time,"Service, care and sales workers",Care & nursing aides,Assistant nurses,71
2023,first-time,"Service, care and sales workers",Personal services & sports,Beauticians and body therapists,100
2023,first-time,"Service, care and sales workers",Transport & logistics,"Cabin crew, conductors and guides",2
2023,first-time,"Service, care and sales workers",Care & nursing aides,Care workers and personal assistants,68
2023,first-time,"Service, care and sales workers","Sales, retail & marketing",Cashiers,5
2023,first-time,"Service, care and sales workers",Education,Childcare workers and teaching assistants,22
2023,first-time,"Service, care and sales workers",Cleaning & building maintenance,Cleaning supervisors and building caretakers,37
2023,first-time,"Service, care and sales workers",Hospitality & food service,Cooks and cold-buffet chefs,474
2023,first-time,"Service, care and sales workers",Care & nursing aides,Dental nurses,27
2023,first-time,"Service, care and sales workers","Sales, retail & marketing",Event and telephone salespersons,3
2023,first-time,"Service, care and sales workers",Hospitality & food service,"Head waiters, waiters and bartenders",96
2023,first-time,"Service, care and sales workers",Care & nursing aides,Nursing aides,64
2023,first-time,"Service, care and sales workers",Military & security,Other security and protective service workers,4
2023,first-time,"Service, care and sales workers",Unknown / other,Other service staff,6
2023,first-time,"Service, care and sales workers","Sales, retail & marketing",Shop sales staff,67
2023,first-time,"Service, care and sales workers",Total,Total,1046
2023,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Animal breeders and keepers,47
2023,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries","Crop growers, agriculture and horticulture",132
2023,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Fish farmers and fishers,1
2023,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Forestry workers,5
2023,extension,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Mixed crop and animal producers,9
2023,extension,"Agriculture, horticulture, forestry and fisheries",Total,Total,194
2023,extension,Clerical support and customer service,Unknown / other,Croupiers and debt collectors,7
2023,extension,Clerical support and customer service,"Business, finance & legal",Office assistants and secretaries,189
2023,extension,Clerical support and customer service,Transport & logistics,Postal carriers and sorting workers,22
2023,extension,Clerical support and customer service,Total,Total,549
2023,extension,Clerical support and customer service,"Sales, retail & marketing","Travel agents, customer service and receptionists",65
2023,extension,Clerical support and customer service,Transport & logistics,Warehouse and transport staff,266
2023,extension,Construction and manufacturing trades,Manufacturing & factory work,Blacksmiths and toolmakers,72
2023,extension,Construction and manufacturing trades,Manufacturing & factory work,"Butchers, bakers and food processors",88
2023,extension,Construction and manufacturing trades,Construction trades,"Carpenters, masons and construction workers",563
2023,extension,Construction and manufacturing trades,Construction trades,"Casters, welders and sheet-metal workers",93
2023,extension,Construction and manufacturing trades,Vehicle & equipment mechanics,Electronics and communications repairers,18
2023,extension,Construction and manufacturing trades,Construction trades,Installation and industrial electricians,67
2023,extension,Construction and manufacturing trades,Construction trades,"Painters, lacquerers and chimney sweeps",156
2023,extension,Construction and manufacturing trades,Vehicle & equipment mechanics,Precision mechanics and craft workers,9
2023,extension,Construction and manufacturing trades,Manufacturing & factory work,"Prepress technicians, printers and bookbinders",3
2023,extension,Construction and manufacturing trades,Construction trades,"Roofers, floor layers and plumbers",143
2023,extension,Construction and manufacturing trades,Construction trades,Surface finishers and furniture makers,27
2023,extension,Construction and manufacturing trades,Manufacturing & factory work,"Tailors, upholsterers and leather workers",17
2023,extension,Construction and manufacturing trades,Total,Total,1399
2023,extension,Construction and manufacturing trades,Vehicle & equipment mechanics,Vehicle mechanics and repairers,143
2023,extension,Managers,"Business, finance & legal",Administration and planning managers,23
2023,extension,Managers,General management,CEOs and managing directors,52
2023,extension,Managers,"Sales, retail & marketing",Communications and PR managers,20
2023,extension,Managers,"Business, finance & legal",Finance managers,52
2023,extension,Managers,"Business, finance & legal",HR managers,27
